uid,uof_uid,tracking_id_og,tracking_id,investigation_status,service_type,light_condition,weather_condition,shift_time,disposition,division,division_level,unit,originating_bureau,use_of_force_description,use_of_force_level,use_of_force_effective,age,years_of_service,officer_injured,agency,use_of_force_reason
9418b542aab5b49eb3cec7376fb3e624,6335ca87d14a89a97416683c3fc058fb,ftn2016-0504,08dd212c9a45341a82497b48bba3602d,Completed,call for service,good,clear conditions,,use of force authorized,b platoon,2nd district,,field operations bureau,hands,l1,yes,34,14,No,new-orleans-pd,refused verbal commands
f71388ad3523c8b6bca96e2dceabe7ed,633758042883f9465ff274cde0d974d9,ftn2016-0087,78f402881e86951cf8966ff3257fe3b9,Completed,call for service,good,clear conditions,,use of force authorized,task force,7th district,a,field operations bureau,firearm (exhibited),l1,yes,24,0,No,new-orleans-pd,resisted lawful arrest
70df740e11507f5c8b1c17661022c20d,633d5ecd0b227137942a6ccd4d4b0713,ftn2021-0377,43aa82caeb1f5e20cf006abd83476d04,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,tactical 1,special operations,tactical 1,field operations bureau,takedown (with injury),l2,yes,33,12,No,new-orleans-pd,resisted lawful arrest
c22f5d392b11e55a63e120bd7d34d271,6346a3620ec76fc6c0d06c0470e9fae8,ftn2017-0267,2780b50c62ce6a9beec3685d6a00e0d4,Completed,call for service,good,clear conditions,between 7am-3pm,use of force authorized,a platoon,3rd district,patrol,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,59,23,No,new-orleans-pd,refused verbal commands
f199e9a1e4bba6f2883962b49bbbacec,63507438b35b630447f77f1ff2e0355b,ftn2021-0195,848eef74a8be49beaa7772449b547e0d,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,a platoon,7th district,patrol,field operations bureau,hands (with injury),l2,yes,36,12,No,new-orleans-pd,resisted lawful arrest
0419e1335a19ab12aa4e3dfc9195e2bc,63512fe51a895623156714a658dafd0a,ftn2019-0105,cdb2587a3c0d2d26b708cc5edb8262cc,Completed,arresting,poor,clear conditions,between 11pm-7am,use of force justified,task force,8th district,b,field operations bureau,takedown (no injury),l1,yes,37,12,No,new-orleans-pd,resisted lawful arrest
f2fe170fb07da2027329b592a7aa4c0d,636401ee13bce0b96d2086657b656c54,ftn2019-0063,502360d6071d306bae59c3492bd04a8d,Completed,call for service,poor,clear conditions,between 3pm-11pm,use of force justified,b platoon,7th district,patrol,field operations bureau,takedown (no injury),l1,yes,26,3,No,new-orleans-pd,refused verbal commands
daac85352725229dcf1a9253c436f712,63664c9b8a4373c3dd8aa8423150e64f,ftn2016-0489,596e9f52c63edffe4a2ba7b8af8f8dd4,Completed,call for service,good,clear conditions,,use of force authorized,3rd platoon,1st district,,field operations bureau,hands,l1,yes,38,22,No,new-orleans-pd,resisted lawful arrest
0710ff34691bad59bdee10c9a8894b15,6374236e4adcc8650f1529eaee1584d9,ftn2020-0021,545fd7d6b6ee85b293470b4c18c72247,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,juvenile,alternative response,,investigative services bureau,force (escort tech),l1,yes,53,27,No,new-orleans-pd,flight from an officer
5fa29bd8f1b86b527693026bba7028b7,6380835374fd0e7533fa391723067419,ftn2018-0397,f7481c6a802fbdc9f7c4d9f1deabe7df,Completed,other,poor,clear conditions,between 3pm-11pm,use of force justified,task force,2nd district,task force a,field operations bureau,firearm (exhibited),l1,yes,29,5,No,new-orleans-pd,refused verbal commands
0419e1335a19ab12aa4e3dfc9195e2bc,6389eef2708e0b8e8016d5fcea59e5d4,ftn2017-0020,60ea18d5f4c7999043df8aa83b297c40,Completed,arresting,good,clear conditions,,use of force authorized,narcotics,8th district,narcotics,field operations bureau,force (take down),l2,yes,35,12,No,new-orleans-pd,resisted lawful arrest
9b815a54afa4b8902715b5934e4c9f4f,6390f359f0855987f462bda1a10ca7f7,ftn2018-0473,3701c421ecedfef2c103814847af6bf4,Completed,arresting,poor,rainy conditions - light,between 11pm-7am,use of force justified,,6th district,bourbon street,field operations bureau,hands,l1,no,26,3,Yes,new-orleans-pd,flight from an officer
28842ec716344fbbf59409c947474901,63996fa1393f4087c20894333c5591da,ftn2021-0096,4d3f02f836d9b90f6e49c0027ddba93b,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,a platoon,3rd district,,field operations bureau,takedown (no injury),l1,yes,32,3,No,new-orleans-pd,resisted lawful arrest
18cee54eda8b3c3805fb0e7aafbd1d5e,639b399855e4983808bc7890c35e4278,ftn2020-0063,2f7867de8124d86b68ffde0c7e9c46bc,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,3rd district,patrol,field operations bureau,takedown (no injury),l1,yes,27,7,No,new-orleans-pd,resisted lawful arrest
a27837a6c30cc0a5980ed88c8232b6b8,639ba530a6828139b03be1857ae7a49f,ftn2021-0055,48b04579222cfd31f41ea29698bf1eb9,Completed,call for service,good,clear conditions,,use of force justified,a platoon,7th district,patrol,field operations bureau,firearm (exhibited),l1,yes,28,4,No,new-orleans-pd,other
5966a378c52370dc992e0966257f7230,63a21448787c6014370ec964cb238441,ftn2016-0316,d7bead389110f129a7dbf5c17571126e,Completed,other,good,clear conditions,,use of force authorized,k9,5th district,,field operations bureau,canine (no bite),l1,yes,33,17,No,new-orleans-pd,resisted lawful arrest
75648f6f990b03ae502e8b2072cec351,63a6238ebc488459c49748af040fd70d,ftn2021-0309,ac2be092e8853c82e824f71e0d0aedfa,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,a platoon,8th district,1st platoon,field operations bureau,force (escort tech),l1,yes,49,21,Yes,new-orleans-pd,resisted lawful arrest
4b2c496d38853502af88acf5eb9fedc7,63a8878b56c9d0da1e219139a2425589,ftn2020-0258,7310ad95317f8583be5d0ee3b8384990,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,7th district,patrol,field operations bureau,other,l1,yes,46,23,No,new-orleans-pd,resisted lawful arrest
b9cf8d87df2873cfa7728c8283824ee8,63b22c094b1264b7abf729e8b5f55bb6,ftn2019-0088,3d2681e2c03f4bbe2527693749009402,Completed,call for service,good,clear conditions,between 7am-3pm,use of force not justified,b platoon,3rd district,patrol,field operations bureau,rifle (pointed),l1,yes,30,12,No,new-orleans-pd,resisted officer with weapon
7eb7bf77e6df43ee0fea8f91e7881836,63b7cab3e2a8eac60a3c106a847c32d8,ftn2016-0163,9fd9be90e4c57d7d6de97b089969c306,Completed,other,good,clear conditions,,use of force authorized,extended sick,administrative duties services,patrol,management service bureau,hands,l1,yes,40,24,Yes,new-orleans-pd,other
9418b542aab5b49eb3cec7376fb3e624,63b911d43ae1e1991d11152ffd3735f3,ftn2021-0241,9c726203af7656fcf30932a71de47cb2,Completed,call for service,poor,clear conditions,between 3pm-11pm,use of force justified,c platoon,8th district,patrol,field operations bureau,baton (non-strike),l1,no,39,14,No,new-orleans-pd,resisted lawful arrest
141d36c01380e44814af151f81afa486,63c0c57c9e4947a410ddf039094c0991,ftn2019-0253,99855022624a9a1737a208b5150c7c45,Completed,call for service,good,clear conditions,,use of force justified,b platoon,2nd district,patrol,field operations bureau,hands,l1,yes,29,3,No,new-orleans-pd,refused verbal commands
39c6e6bc9e689a6644d80de428443cd6,63db62ab0f628b8712cae7ade752007b,ftn2016-0378,4be8ab2048e187e453d80b800c7f222f,Completed,arresting,good,clear conditions,,use of force authorized,b platoon,5th district,,field operations bureau,conducted electrical weapon deployment,l2,no,23,6,No,new-orleans-pd,escape
9151a8c2ba37a44d515ebb64647eea6f,63ec635fc24103542b87cf4961284e7b,ftn2017-0581,8236d5cde48d1f7f8aa5755c0623fa41,Completed,traffic stop,good,clear conditions,between 3pm-11pm,use of force authorized,2nd platoon,1st district,patrol,field operations bureau,firearm (exhibited),l1,yes,51,14,No,new-orleans-pd,other
f9af438d5199cdc527a344ba385de3c9,63fb8189a304950fecbb0cf23604125b,ftn2020-0264,e2672669c694cce122914e7ac3c640a6,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified with training,,8th district,,field operations bureau,hands,l1,no,58,24,Yes,new-orleans-pd,refused verbal commands
17bf22f44a91dcfd2f8aba76194ee55a,640c5080a49ba0df704ac73dd6c8e550,ftn2020-0358,68818eef9859a550dd0b2094e997dd1a,Completed,arresting,poor,clear conditions,between 3pm-11pm,use of force justified,b platoon,traffic,patrol,field operations bureau,firearm (exhibited),l1,yes,44,20,No,new-orleans-pd,resisted officer with weapon
2de612910c8fe692a4150b495e32c5e4,640eb90ea76ab359304da4885933d06c,ftn2018-0299,f0920ecbe6f68c83a62ccf3e4b864c13,Completed,serving a warrant,good,clear conditions,between 7am-3pm,use of force justified,tactical,special operations,,field operations bureau,firearm (exhibited),l1,yes,38,18,No,new-orleans-pd,tactical deployments
c5557754613e0d434eb3ad429c5b60d8,6421ea9256c6f52950f5832ea3588d2c,ftn2017-0243,97458290b4119347bcd3a868fe9efd76,Completed,arresting,good,clear conditions,between 11pm-7am,use of force authorized,c platoon,3rd district,patrol,field operations bureau,force (take down),l2,yes,24,5,Yes,new-orleans-pd,refused verbal commands
2122cc0c8c5533681b9a08e94c2c452b,6433cfcad4ff3a87a6c20222c8fb1578,ftn2017-0089,d54704ac869c8c953ba835b5862f68b6,Completed,serving a warrant,poor,clear conditions,,use of force authorized,tactical,special operations,1st platoon,field operations bureau,firearm (exhibited),l1,yes,43,12,No,new-orleans-pd,other
9e99864f5cd6c9f15ed66a6c03433fa0,644d18d45f60a7bdaf38625fc7116342,ftn2019-0135,f686ff30c1275201143bed907c0272fc,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified with policy violation,task force,4th district,task force a,field operations bureau,takedown (no injury),l1,yes,28,4,No,new-orleans-pd,flight from an officer
6075cb30141e840873a85d38db7dc650,64621bab34f60f86868994644d1fa48b,ftn2016-0209,02ebb14dff26314c64f647209876455f,Completed,call for service,good,other,,use of force authorized,task force,7th district,a,field operations bureau,firearm (exhibited),l1,yes,33,12,No,new-orleans-pd,resisted lawful arrest
28842ec716344fbbf59409c947474901,646fc6fcf7517313e87e3bfa73fa4e62,ftn2021-0255,fec967d0ced1e3f4a22a656285e524cc,Completed,arresting,good,clear conditions,between 7am-3pm,use of force justified,a platoon,3rd district,staff,field operations bureau,firearm (exhibited),l1,no,32,3,No,new-orleans-pd,resisted lawful arrest
be1e84c266ce6a681a2f338c961558b9,646fee3c7d66726812f04053257e60e4,ftn2021-0026,c463e41bf5e54a643e1a3fd698a5fbb5,Completed,call for service,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,6th district,patrol,field operations bureau,takedown (with injury),l2,yes,24,2,No,new-orleans-pd,flight from an officer
7e7627bb506df09e87804a5fad1847cd,64771c54b97698a8ecc1dd3e0c6c6a87,ftn2016-0285,2b5a397655be28f17f17d31c656b9a36,Completed,arresting,good,clear conditions,,use of force authorized,narcotics,2nd district,,field operations bureau,conducted electrical weapon deployment,l2,yes,50,14,Yes,new-orleans-pd,resisted lawful arrest
7d67457848f9b4f2c0f4145429e9cd4a,6490037d9a417dfc49659beebd4c75ba,ftn2019-0277,2808faa4ca2b3ccef67245f8652b4c83,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,7th district,patrol,field operations bureau,hands,l1,yes,31,6,No,new-orleans-pd,refused verbal commands
67f8aab6360c7505e388bc3aa06eaeef,6491f75cafaff250c023a54f0b9d3ecc,ftn2016-0398,5e029de9f0044aa3cc5c1e20002217ab,Completed,call for service,poor,other,,use of force authorized,b platoon,5th district,,field operations bureau,hands,l1,yes,31,7,No,new-orleans-pd,refused verbal commands
68d8e36620d82ffe263255d45d2a12ca,6493db06e0c0a50af22a95bda8eb2a27,ftn2018-0354,580261094388669df9cd7e7658e7ea3d,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,2nd platoon,1st district,patrol,field operations bureau,hands,l1,yes,25,4,No,new-orleans-pd,battery on officer
af1b431a36aae90bb9b3cd5d72ba2ad5,64a08ac9add33f6e3824f3dd9bff2930,ftn2016-0058,a2016e4ced23a5d42a8c902d7b12ddd3,Completed,traffic stop,good,clear conditions,,use of force authorized,task force,4th district,b,field operations bureau,firearm (exhibited),l1,yes,36,17,No,new-orleans-pd,refused verbal commands
d9f958de3e0aa3dc0ba521bd26670e94,64a4a87f31e929defd2e271b81b137ea,ftn2021-0318,48c68b579323f0d72eb977f62c8dca87,Completed,other,good,clear conditions,between 11pm-7am,use of force justified,b platoon,1st district,patrol,field operations bureau,firearm (exhibited),l1,yes,58,30,No,new-orleans-pd,refused verbal commands
e81a1e9888fb4bb7b61306a885dcc2f4,64b608f0a2df25de37fed019b2e72dd3,ftn2018-0306,df549a7f02ed4ecc1ea416ee2928bc09,Completed,pedestrian stop,good,clear conditions,between 3pm-11pm,use of force justified,task force,8th district,b,field operations bureau,hands,l1,yes,23,4,No,new-orleans-pd,resisted lawful arrest
2d2db3b07bc6df686d2fc46743e13617,64dc0134864cde95c35190564e9b39a0,ftn2017-0226,923f64aaa0387849ba16c485ce883c91,Completed,traffic stop,poor,other,,use of force authorized,narcotics,2nd district,,field operations bureau,firearm (exhibited),l1,no,31,8,No,new-orleans-pd,resisted lawful arrest
02c088b1851a5e05d0f00577a7f2348c,64dee2b2603cdb187e771a372251d1bb,ftn2017-0277,9f201c69e9b7bc390ffa0c53c2c7b80a,Completed,arresting,poor,rainy conditions - light,,use of force authorized,b platoon,3rd district,,field operations bureau,force (take down),l2,yes,29,7,Yes,new-orleans-pd,escape
d1f854c80f12c7b5721894d0371f2143,64e311b531fd9f2bd3f56e275f23583c,ftn2016-0347,ee0106f5584649c864ede1ce78b2d93b,Completed,arresting,good,clear conditions,,use of force authorized,narcotics,1st district,,field operations bureau,conducted electrical weapon exhibited/laser,l1,yes,28,12,No,new-orleans-pd,refused verbal commands
68d8e36620d82ffe263255d45d2a12ca,64e7d5b5ce0f9cc907c8ce747d8b299f,ftn2020-0273,52d794ff615d50d608f972a535c142e6,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,1st district,patrol,field operations bureau,firearm (exhibited),l1,yes,27,4,No,new-orleans-pd,weapon exhibited
c4d50dfcc24d2a3d745ac6d34235724e,64f2241f9552e26bf768c633cf585b8f,ftn2019-0223,4abd1acea4651549c847f40bc7d1c0f9,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,41,13,No,new-orleans-pd,flight from an officer
f63409f9b74de437d564227527b7d6cb,64faa54f32debf859d6b826216cdd93d,ftn2017-0093,efc03f9ceb390922b7d703bbbde4c8b7,Completed,call for service,good,clear conditions,between 11pm-7am,use of force authorized,c platoon,8th district,,field operations bureau,force (take down),l2,yes,54,32,No,new-orleans-pd,battery on officer
879980c69881b0f22f4e10b198d4f370,64fe213f458e5fb597b24d1531b1d05c,ftn2019-0240,e08ba701af892d66d541126a009c731b,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,5th district,patrol,field operations bureau,takedown (no injury),l1,yes,57,2,No,new-orleans-pd,refused verbal commands
871f8435a67a4caca3bbf838f0193c04,6501d6d981c03cd1b77fff4bc5f3b7ff,ftn2021-0312,75fb5b6538a8baf0f6830d085c454f1d,Completed,pedestrian stop,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,6th district,patrol,field operations bureau,force (take down),l2,yes,29,3,No,new-orleans-pd,resisted lawful arrest
1e5fa66eff94c8b132ca9d88e4ad5eb3,651d0ca374100f4177f0be3fd8c8c1f0,ftn2021-0128,a80ee1e043037968fdfa6c373af61a69,Completed,call for service,poor,clear conditions,between 11pm-7am,use of force justified,c platoon,7th district,patrol,field operations bureau,conducted electrical weapon deployment,l2,yes,52,13,No,new-orleans-pd,refused verbal commands
166c58f35ac6b50fd2e44658b41cddba,65348ffadcdd4c14fff1d5d969b7f12c,ftn2021-0041,643b123c1907335dfdc6b37abb491f3d,Completed,serving a warrant,good,clear conditions,,use of force justified,tactical,special operations,1st platoon,field operations bureau,other,l3,yes,43,15,No,new-orleans-pd,tactical deployments
626720f5d19a5e6ad22180ecb371f583,655e1cf751df9d47d3cd4416229f96a5,ftn2018-0247,c9d77d1ac57192ad0422225e0e6f461b,Completed,call for service,good,clear conditions,between 11pm-7am,use of force justified,c platoon,5th district,patrol,field operations bureau,firearm (exhibited),l1,yes,32,5,No,new-orleans-pd,other
7d67457848f9b4f2c0f4145429e9cd4a,656a354d732a132b21137581c0cf9a72,ftn2017-0046,67fed425f87a03cd8054316a3d05ee80,Completed,arresting,poor,clear conditions,between 7am-3pm,use of force authorized,7th district,7th district,patrol,field operations bureau,hands,l1,yes,29,6,No,new-orleans-pd,battery on officer
ce959f622671394b9ee0f7b867d8f441,656e0c52d8ea685dc7e05626e7881505,ftn2017-0169,b967236587db6325b308001f07536d6d,Completed,pedestrian stop,poor,clear conditions,,use of force authorized,c platoon,3rd district,,field operations bureau,hands,l1,yes,37,17,No,new-orleans-pd,refused verbal commands
a21ac925aff5528824450f8acbce145f,658664df21282be00a7a3bc2cc45416b,ftn2019-0360,e54f98a9afeea7157da46d67b7afb2e3,Completed,serving a warrant,good,clear conditions,between 11pm-7am,use of force justified,,special operations,,field operations bureau,firearm (exhibited),l1,yes,47,24,No,new-orleans-pd,
6a04637a0d07c4a7da90665a3ef0cda8,65870a6a5da83b40e7593a5f29a3c4c9,ftn2019-0233,a13190a7440121f6e3d40cf4a75be13f,Completed,call for service,good,clear conditions,between 7am-3pm,use of force justified,a platoon,4th district,patrol,field operations bureau,takedown (no injury),l1,yes,23,4,No,new-orleans-pd,flight from an officer
28842ec716344fbbf59409c947474901,659ab359e745bed6146cfedd7b2436e8,ftn2021-0293,e60c5f1bcb3afd30845657b685fc8557,Completed,arresting,good,clear conditions,between 3pm-11pm,use of force justified,b platoon,3rd district,patrol,field operations bureau,hands,l1,yes,32,3,No,new-orleans-pd,refused verbal commands
cb82759f623bec1fc12ecf7e3e53282a,659de06e20a9be6ef765535406de0c72,ftn2016-0096,cb81d5e75b8cb3fddd6d5459d2b4c94b,Completed,call for service,good,rainy conditions - light,,use of force authorized,day watch,7th district,,field operations bureau,force (take down),l2,yes,55,30,No,new-orleans-pd,other
